gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,1,No,No,46,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,84.59,4394.03
Female,0,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),95.67,694.61
Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,85.12,2313.84
Male,1,No,Yes,67,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,71.27,4917.25
Male,1,Yes,Yes,10,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.49,6019.93
Female,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.04,2275.08
Male,1,Yes,Yes,42,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,46.42,7674.86
Female,1,Yes,No,62,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),53.76,3238.36
Female,1,No,No,19,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,65.97,7820.29
Male,0,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,106.34,4963.06
Male,1,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,51.09,957.15
Female,0,No,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),109.56,1878.82
Female,1,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,109.69,2964.58
Female,0,Yes,Yes,61,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.09,5365.26
Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.17,3206.29
Male,1,No,Yes,27,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),35.57,3895.85
Female,0,Yes,No,51,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),48.88,4761.19
Female,1,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.33,3142.94
Male,0,Yes,Yes,16,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),30.32,5649.96
Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,97.35,5897.22
Male,1,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),97.88,3866.11
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.41,6517.13
Male,1,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,65.16,1318.0
Female,1,No,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),77.82,1067.93
Female,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.7,3173.25
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,25.18,6159.88
Male,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.04,5162.3
Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,111.35,6560.95
Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,86.33,3635.11
Female,1,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,72.86,7416.88
Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.26,5269.75
Female,1,No,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.01,279.13
Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.87,5092.44
Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,77.66,4141.57
Male,0,No,Yes,64,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,109.23,6756.3
Female,0,No,Yes,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.52,7506.06
Female,1,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.22,4616.75
Female,1,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.76,6641.56
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),109.2,3084.3
Female,1,Yes,Yes,55,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,87.11,3548.63
Male,0,No,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),53.62,3434.44
Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),46.21,5743.72
Male,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.32,2016.47
Female,0,No,Yes,19,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,54.51,711.78
Female,0,Yes,No,42,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.57,324.23
Male,1,No,No,67,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),31.91,5971.9
Male,0,No,No,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.45,5639.34
Male,1,Yes,Yes,12,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),114.73,7437.71
Female,0,No,No,39,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),29.05,2865.77
Male,1,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.7,5143.52
Female,0,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,19.05,6455.53
Female,1,Yes,No,64,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,40.41,5683.34
Female,1,Yes,No,38,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.21,3427.55
Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.72,3750.94
Male,1,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,52.64,2762.76
Male,1,Yes,No,42,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),57.3,4595.21
Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.59,1390.86
Female,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),101.61,1159.86
Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.4,1326.28
Male,1,No,Yes,72,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,84.93,4605.12
Male,1,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),119.95,2723.41
Female,1,No,Yes,17,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,35.86,2145.07
Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.99,7893.38
Male,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,112.44,6941.52
Female,1,Yes,Yes,55,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),50.15,7511.57
Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),48.62,2087.02
Male,0,No,No,59,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),118.86,5630.78
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),105.58,7554.51
Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,90.12,3408.5
Female,1,Yes,No,62,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,81.42,5688.8
Female,0,No,Yes,62,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),43.09,7955.76
Male,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),47.71,4128.32
Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.07,5470.0
Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),71.55,5437.82
Female,1,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,85.52,7049.2
Male,0,No,Yes,41,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),55.56,642.78
Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,104.11,5463.45
Male,1,No,Yes,52,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,63.48,5054.71
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),52.48,5828.31
Male,1,Yes,Yes,66,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30.05,1032.88
Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.45,7363.88
Male,0,Yes,No,62,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),66.37,1938.42
Female,1,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),114.69,2757.55
Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.57,5040.78
Female,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,29.46,2698.76
Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.91,552.53
Female,0,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.48,6082.16
Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.82,3186.18
Female,1,Yes,No,68,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,22.61,7315.8
Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),93.89,6628.16
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),96.91,7590.23
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,34.52,4193.59
Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,32.22,66.34
Male,0,No,No,54,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.46,2982.94
Male,1,No,No,51,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.79,2996.93
Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,92.47,6654.6
Male,1,Yes,No,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.7,5472.85
Female,0,No,Yes,47,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),46.14,4462.11
Male,0,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),82.93,3784.78
Female,1,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,119.42,7170.95
Female,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),59.76,7051.26
Male,1,No,Yes,65,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),93.09,1232.93
Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,118.62,5665.86
Male,1,Yes,Yes,44,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.27,6832.87
Male,1,No,No,45,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.68,720.48
Male,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),25.5,1068.26
Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,41.29,6839.23
Female,1,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.65,4937.01
Female,1,No,Yes,60,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.1,6734.97
Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),96.12,2294.65
Female,1,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.4,3351.59
Female,1,Yes,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,27.2,5408.71
Male,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),58.66,3874.71
Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),79.34,4973.71
Female,0,No,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,115.67,88.36
Male,1,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,50.93,4360.78
Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.58,2701.55
Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.05,164.32
Male,0,No,Yes,69,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),97.03,6714.78
Female,1,Yes,No,25,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,101.69,2277.75
Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,116.24,5500.64
Male,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,34.68,858.1
Male,1,Yes,Yes,4,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),23.55,6000.48
Female,1,Yes,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,66.86,5055.52
Female,1,Yes,No,69,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),26.27,7769.92
Male,1,No,No,15,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,108.91,31.3
Male,0,No,Yes,22,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,58.77,3487.11
Female,1,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),104.0,3616.85
Male,1,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,82.1,6575.1
Male,0,Yes,Yes,53,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,50.03,569.16
Male,1,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.04,1032.36
Female,1,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.37,676.53
Female,1,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.15,6122.63
Male,1,No,Yes,55,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),114.43,1051.4
Male,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.69,1320.02
Male,1,Yes,Yes,24,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.3,3709.81
Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,108.1,2152.98
Female,1,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,118.9,4332.13
Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,37.94,4098.6
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,60.21,2414.43
Female,1,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,50.47,4834.05
Female,1,Yes,Yes,50,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,22.98,7596.6
Male,1,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.0,2433.56
Female,0,No,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),28.09,4527.6
Female,1,No,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),26.78,7979.75
Male,1,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,60.5,695.09
Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.38,2083.88
Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.62,6015.05
Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.08,5731.49
Female,1,Yes,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.66,5131.77
Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,38.99,6725.44
Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.43,865.9
Female,1,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),28.83,1457.74
Female,1,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,65.17,7155.66
Male,1,No,Yes,13,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.54,5263.78
Female,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,93.91,6173.05
Male,1,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,44.77,7170.74
Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.76,3296.89
Female,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),22.84,5619.21
Female,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.46,4444.24
Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.96,4633.81
Male,1,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.32,2716.58
Female,0,No,Yes,66,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,76.58,7464.3
Female,0,No,Yes,2,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.2,4555.64
Male,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),93.99,1327.42
Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,107.21,2261.48
Male,0,No,No,30,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),20.24,684.11
Female,1,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,81.62,4147.32
Female,1,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.44,3657.73
Female,1,No,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.49,6750.05
Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,31.07,5127.59
Male,1,No,Yes,12,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),82.01,7207.18
Female,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.95,7936.33
Male,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),67.16,1229.2
Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,28.1,4892.9
Male,0,No,Yes,54,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,61.0,5475.76
Female,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),117.91,4694.57
Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,116.38,4496.68
Male,1,No,Yes,24,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,60.33,3956.38
Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),118.41,6276.19
Female,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),62.3,2154.52
Male,1,No,Yes,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),21.19,4836.23
Female,1,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.5,475.08
Female,1,Yes,Yes,59,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.72,5450.1
Male,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.16,3419.03
Female,1,No,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),83.02,584.81
Female,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),59.8,3530.51
Female,1,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.02,3592.13
Male,1,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.24,372.88
Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),76.15,4253.19
Female,1,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.54,4803.31
Female,1,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,93.29,7234.27
Male,0,No,Yes,54,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,101.95,4084.05
Male,0,No,Yes,60,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),30.87,1571.73
Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.33,4793.92
